Word,Cluster
gym,2
panda,3
rose,3
ape,3
sit,3
cat,3
exit,3
dive,3
smile,3
bear,3
mug,3
forest,3
eat,3
frog,3
fly,3
face,3
monkey,3
kiss,3
selfie,3
rifle,3
cow,3
plant,3
far,3
dig,3
run,3
clap,3
pull,3
microphone,3
jacket,3
sun,3
puppy,3
sad,3
fruit,3
grape,3
laptop,3
calendar,3
mouse,3
arrest,3
ant,3
buy,3
bird,3
spiderman,3
bee,3
angry,3
hang,3
earth,3
camera,3
zip,3
elephant,3
tomato,3
parachute,3
lantern,3
crocodile,3
potato,3
shoe,3
tree,4
pant,5
